geneSymbol,No Dox,DAY1,DAY2,DAY3,DAY4,DAY5,DAY6,DAY7
OR2L8,0,0,0,0,0,0,0,0
FAM3C,54.9331774,47.4274424,50.0000198,44.39051,49.6599986,46.02220353,68.46752907,51.38946447
NOP9,23.75353533,23.19010067,20.94126,21.58868233,21.78709667,20.29944312,16.57754768,25.80728333
OR2T4,0,0,0,0,0,0,0,0
ZNF705A,0.019543285,0.004616607,0,0.00240979,0.00594737,0,0.025153433,0.002059097
SLC39A10,24.16219547,23.96807232,26.48559902,26.40307618,24.96269365,31.76674936,31.12585015,28.71208398
RP11-425I13.3,0.408598333,0.595678667,0.728264,0.752262,0.618639333,0.735382,0.559503,0.465621
CASP4,33.1312541,34.06482642,44.25958953,44.60615807,51.764371,56.12060359,60.05834214,47.98784444
AL117340.1,0.002497217,0,0,0.003286613,0.0043779,0,0,0
AP2A1,37.55726374,36.59511893,44.04837987,42.56817867,45.73939433,57.90345333,50.80207267,43.84111077
PCDHB16,3.855963333,4.159226667,4.232433333,4.792593333,5.470586667,5.976553333,5.860383333,6.340793333
HIST1H3E,0,0,0,0,0,0,0,0
ZNF585A,9.730680552,10.67851264,10.82433853,11.11845387,9.922118033,13.04228057,11.06874116,9.189167533
FUT11,2.9074421,2.74013847,2.309796152,2.385654633,2.94122675,3.006741758,2.719424828,3.239355467
NXF4,0,0.007123867,0,0.002028527,0.010742653,0.006339267,0.011270327,0.003737507
LINC00087,0.056951733,0.058768833,0.202678667,0.069613033,0.0446175,0.025293167,0.0565238,0.064892567
ANXA4,22.93926172,20.73985246,25.47751455,21.30850781,27.06352542,20.35824988,21.08042931,20.44283935
LAGE3,25.60772267,26.93518467,24.40466433,28.966958,29.517168,56.66902567,45.80047267,35.083437
AL360004.1,0.003814057,0.004460403,0.012557533,0.0315612,0.01310435,0.032238733,0.024024437,0.040415033
WDR5B,1.78875,1.843746667,1.76123,1.958893333,1.878193333,2.027466667,2.035846667,2.022896667
LCA10,0,0,0,0,0,0,0,0
FAM163B,0,0,0,0,0,0,0,0
A-575C2.4,0.074323891,0.047377615,0.125630137,0.113083602,0.14799036,0.111732615,0.16697008,0.118752637
WDR45,22.0574352,25.30199611,33.99315276,39.44132018,50.95537682,53.78528762,61.64542222,47.31050262
METTL9,45.95937694,46.31886307,42.22218389,44.83907902,44.12693552,50.30209873,49.92917049,44.14093002
ZNF138,7.269787897,7.051071988,6.861636367,6.419671576,5.755527683,5.235854503,5.346418047,5.299130036
ZNF429,6.2307932,6.761534871,6.841220036,8.0766597,7.612152289,6.135426643,7.170180576,8.096078167
AL353898.1,0,0,0,0,0,0,0,0
ZNF470,2.086347218,2.410610964,2.53744665,2.333349388,2.374707199,2.443068337,2.222053995,2.339394081
SERTAD1,5.4039,4.94654,5.716853333,6.131853333,6.24827,8.55547,7.094083333,4.629833333
ZNF100,6.997121536,6.787088667,4.741929,4.588313533,4.949960968,2.995002868,2.963591429,5.978720333
CXorf40B,22.63157902,23.3830171,24.50429067,25.97296688,24.95829513,30.655206,30.2031234,24.28777682
OR51A6P,0.007316233,0,0,0,0,0,0,0
ZNF398,5.111783873,4.893014749,4.809425875,3.816364627,4.119724329,3.957503247,3.733583853,4.32269397
ZSCAN25,4.704579624,5.27007866,3.840282793,4.973153842,4.119899844,3.951384633,4.240591383,5.547648895
RBMY1A3P,0,0,0,0,0,0,0,0
ANXA6,0.772672064,1.637681682,3.822264824,6.822540231,9.180267602,13.91909509,14.05676211,14.09243033
ZNF441,2.558985689,2.432491403,2.891416318,2.783548556,2.618126269,2.404260469,2.050099883,2.602784013
GMFB,30.821075,33.74327788,36.91384233,38.40728933,35.63431567,29.09346783,30.72953557,36.90329633
SIGLEC15,0.087957402,0.127293993,0.148373014,0.150608359,0.216307605,0.201451343,0.241165773,0.09787462
Z73979.1,0,0,0,0,0,0,0,0
ZNF420,4.985599152,5.471730547,5.791810629,5.74789695,7.417390326,6.183800045,9.431737964,9.166046473
ZNF763,1.4456072,1.712657367,1.498022488,1.898320434,1.866517604,1.411788107,1.361436915,1.48926904
ZMYM1,10.89593407,11.13280423,9.4084296,10.01267047,7.644242381,6.714442087,5.894323153,9.605184747
DTHD1,0.096931006,0.129359964,0.084433038,0.019355746,0.020250905,0.011114242,0.006044046,0.013055785
HIST1H4C,0.215673033,0.774814333,0.306076,0.375421333,0.166668,0.304339333,0.330315,0.428685667
RP5-874C20.3,5.018706667,6.080324333,7.046751667,8.90701,9.874302667,9.039511667,10.63674,8.762384
MAFG,18.26383233,19.26608933,19.75172467,21.31695067,23.26356157,25.97740567,19.07935337,20.76269833
RP11-132G10.2,0,0,0,0,0,0,0,0
ARRDC1,41.89701832,28.06163431,29.15551975,22.06011561,20.49147363,17.68165029,18.44908069,15.05024387
AC010243.1,0,0,0,0,0,0,0,0
KIAA1671,9.563523,11.78845183,12.095688,9.534648467,9.963120067,6.893874737,6.199773967,7.325210067
KRT35,0,0,0,0,0,0,0,0
IGF2R,15.04662344,16.06426442,20.32295338,21.86430453,28.79346401,23.50773021,27.41013651,28.65792411
ZNF300P1,0.013133783,0.008375644,0.007284695,0,0.006693749,0.034296681,0.003559836,0.011950567
LCE1C,0,0,0,0,0,0,0,0
NPSR1-AS1,0.024166647,0.002902967,0.0061149,0.043107684,0.006901543,0.035553566,0.025229754,0
GOLGA6L16P,0,0.0188583,0.038189567,0.058793367,0.048588633,0.038000167,0.067678233,0.070927033
GAL3ST4,1.164181673,1.415114704,1.734278237,1.336658477,1.533094588,1.009417633,1.549760286,1.058273906
RP11-573D15.8,0,0,0,0,0,0,0,0.022289733
DYNC1H1,63.88230228,65.38807018,72.65751819,76.77604392,77.26913052,132.7955931,124.254457,75.82998506
SLC6A17,0,0.00117087,0,0,0,0,0,0
IFNL3,0.023360733,0,0.053248567,0.014519467,0.021888933,0.029764867,0,0
PCBP2,283.3212113,317.0849192,302.2425064,321.0239922,332.685622,372.4453441,407.3559869,331.5567302
ZGPAT,17.6743799,17.23048176,16.84389436,18.23683371,17.51571385,23.72232921,20.84572477,17.16778267
SLC25A29,12.03204593,8.283803928,13.68912883,8.070435178,9.917470449,8.989247431,7.483159364,8.252911827
PGAP1,7.554824665,7.732396609,11.47937701,10.54997315,11.80322056,4.881808414,6.119511913,10.87568059
SRC,8.448287838,6.631194175,7.337224483,5.339672629,4.615437531,4.477986324,3.519830097,2.425667601
ZNF679,0.0579263,0.048525077,0.082654774,0.049907804,0.065830757,0.016926363,0.025182522,0.098896722
ZNF682,4.89767002,4.546563025,2.986340044,5.042003457,3.356660715,5.123261442,4.445654721,5.243978717
OR8B8,0,0,0,0.009274033,0,0,0,0.007396867
ZNF772,9.203902333,10.683906,10.417865,10.297051,12.520889,7.279953206,8.397035333,13.43331367
ZNF257,0,0,0,0,0,0,0,0
PCNXL3,17.22651013,18.79314333,17.36979667,18.40859883,17.51392897,25.36885227,21.22193833,20.9117341
ADAM32,0.84684016,0.992366333,1.069826379,1.181854586,0.803790035,1.186202444,1.424335982,0.706238186
ACSL5,0.559285586,0.692351468,0.722590883,1.164590558,1.552152305,2.774970244,3.145755494,2.996708906
AL133458.1,0.473087667,0.408285333,0.756668333,0.379223333,0.623339333,0.252996667,0.356539,0.424871
LRRC8B,5.285325333,3.853335233,3.542856,2.498451932,2.304431833,1.689690001,1.315549936,2.704519927
RP11-452G18.2,0.719303253,0.925896987,1.272826905,0.722254457,1.110058418,0.380955173,0.692781975,0.65062617
ABCB8,10.13999449,8.979535427,9.280523419,9.261934404,7.584397898,10.82610011,7.055019903,7.683954806
HIST1H3J,0.371157794,0.627907143,0.613484785,1.297564871,1.767225643,0.904453618,1.585824521,1.016965679
SND1,54.41053941,55.415096,59.69445332,54.11629952,55.28771026,62.25253996,52.69789563,52.01395632
RP11-397M16.4,0,0,0,0,0,0,0,0
ZNF785,4.18515287,4.445411771,6.006319467,5.898517043,6.998687294,4.931157292,5.905608104,5.876810963
SULT1A2,0.180905103,0.199248893,0.332827637,0.340759195,0.393731184,0.320553475,0.368585316,0.301392035
NEK5,0.056832525,0.085959303,0.185701033,0.163572701,0.166696941,0.077978067,0.158288066,0.221351815
PSMD12,83.6822431,85.53350392,65.19774038,70.02277122,59.84221737,73.9108439,59.3698421,60.02044023
OR2B4P,0.096164967,0.0632272,0.123381733,0.192852667,0.136112833,0.131399667,0.1050052,0.103631167
MAGEA6,51.67669133,55.90151133,44.37499967,51.783054,45.77241339,68.07955977,54.20417867,50.280606
RP11-76E12.1,0,0,0,0,0,0,0,0
GPR123,0,0,0,0,0,0,0,0
BX936347.1,2.757463333,2.774803333,3.34117,3.764633333,2.37988,3.288236667,3.685896667,2.21352
PIWIL2,0.612495541,0.775299009,0.619441123,0.59898509,0.426550361,0.263786059,0.290453933,0.208476791
FLJ27365,0.5973963,0.6022815,0.8114012,1.020857133,1.433357467,1.470400333,1.739386767,1.5876328
C20orf112,8.384582,10.37559566,14.95435072,15.52851683,22.09653676,16.11502957,20.34613036,19.18388243
RP11-552J9.5,0,0,0,0,0,0,0,0
C9orf169,52.92247,66.52554,41.18509667,31.86780667,22.79388667,24.40286,19.09184,13.00227667
SLC22A4,1.401852567,1.895613467,1.530614933,1.5187975,1.3315454,2.307898767,1.599171433,1.532006633
KB-1592A4.15,0.070235833,0.0303441,0.025649233,0.036398967,0.0237808,0.0200333,0.033062767,0.016930867
ZSCAN5B,0.003976193,0.00410504,0.009637857,0.020288154,0.014834344,0.01983753,0.025692205,0.017929605
TCEA1P1,0,0.019745933,0.017417533,0,0,0,0,0
ENTPD4,32.17645872,32.9826985,46.03761951,29.60285945,36.77064217,24.00943793,24.80081222,30.69803873
C1D,17.99959423,17.0760823,16.2076147,18.91730157,18.0465991,18.8183202,19.87654583,16.1910843
TBC1D9B,34.22854107,34.26722833,33.3207821,34.1919034,37.73565009,37.10067057,34.84211806,38.60767336
OR1J2,0,0.010312267,0,0,0.009145,0.009431633,0.017589567,0.0086425
HIST1H4J,2.297966667,3.218566667,3.550596667,3.213706667,5.46784,4.89135,6.504903333,5.097066667
SLC2A7,0,0.0043689,0,0,0,0,0,0
FAM110D,0.048204733,0.010897733,0.026825933,0.082138067,0.037809333,0.047801433,0.060910567,0.0337018
SERPINA1,0.330760748,0.193205758,0.22083064,0.171946944,0.15375808,0.435097439,0.241310766,0.134198398
LINC00336,0,0,0,0,0,0.0037297,0,0
TPSB2,0.024556939,0.026151247,0.037343554,0.072387384,0.07226148,0.101209433,0.156255233,0.142323013
AP000445.1,0.026318502,0,0.041225035,0.012338467,0,0,0.035907161,0
KANK2,17.75558109,19.1904912,23.50977733,25.60211577,35.07146627,32.7837803,33.1554981,37.62719797
EIF4BP6,7.273666667,7.451533333,8.555756667,8.347043333,9.938016667,5.876783333,8.678443333,7.906583333
C6orf141,16.09683267,12.08421028,9.751547667,8.477817338,5.342727794,5.278110583,3.770202387,4.086510548
CCL4L2,0,0,0,0,0,0,0,0
OR8D2,0,0,0,0,0,0,0,0
GTF2E2,54.45845475,54.92360723,56.67111164,44.06660883,39.81671277,44.47622605,35.06963734,31.21214355
IL27,0,0,0,0,0,0,0,0
GUCA2A,0.0296926,0,0.015871767,0,0.0498665,0,0.020255733,0
RAD54B,11.21378497,12.18887533,6.592469467,6.761286057,3.308740684,9.227604233,3.091422736,6.307355521
ZNF165,9.82673,5.12289,5.79895,5.52202,4.530943333,2.267603333,2.510343333,2.220956667
SYNGAP1,7.661834153,8.222192759,15.12673795,12.37969643,17.50048697,9.313275355,11.98132803,15.38101284
RP11-589F5.3,0.00144604,0,0,0.006542713,0.002043623,0.004154633,0.001679467,0.001938627
RAMP2-AS1,0.002788193,0.014071428,0.002374917,0.005273378,0.023531703,0.025355344,0.018996914,0.012319575
FITM2,2.9769,3.24476,3.39711,3.314986667,3.31677,3.769383333,3.592753333,3.811126667
BLM,9.465172109,10.72559503,4.884873329,6.460850729,2.825213494,11.99184595,3.744233114,7.165971483
RP11-366L20.2,0.001350263,0.00999,0.022671043,0.023950949,0.1339986,0.057430897,0.242082565,0.319701533
ZNF720,9.4379342,10.01159371,10.35234612,11.58838682,10.01602047,9.332145876,9.708115306,8.910438465
GATA3-AS1,0,0,0,0,0,0,0,0
OR10D3,0.018956433,0.073353667,0.053237733,0.071246033,0.0637656,0,0.0206561,0.060595567
DDI2,13.44130435,12.51162302,12.36729705,8.583944547,9.491228547,5.751433404,5.860794007,8.183343793
AC060834.2,0.003241353,0,0,0,0,0,0,0
SVIL,15.09945301,10.93935767,11.54219062,8.613069292,9.536762305,9.098370247,9.286982173,10.0434013
C17orf102,0,0,0,0,0,0,0,0
TRIM33,19.47156989,18.71376129,17.13723689,14.69919729,15.03898001,9.265455127,9.959991837,15.80972874
LRP10,56.63933098,46.36029975,70.56862773,57.25782492,76.2000568,52.69940995,72.78773185,62.94889139
PELI1,8.549375667,6.508032719,10.39391868,9.327689965,12.21024111,8.778968583,10.45748828,10.6109688
ZNF833P,0.3012881,0.180571005,0.366808433,0.449428008,0.371717967,0.616703333,0.511124,0.337445656
AC032027.1,0,0,0,0,0,0,0,0
ZNF655,29.73596746,33.99634343,34.04573413,32.86042586,39.80829584,28.4785168,31.11863836,38.49764949
MRPL21,89.72204393,94.91427793,67.64072149,87.65855829,73.51527525,103.1694331,90.61061727,71.2870523
LYPD2,0,0,0,0,0.016954233,0.016879,0,0
UAP1L1,4.350640333,5.622259333,8.3175999,9.9074532,13.0206376,11.54602667,11.29294437,10.92457433
BNIP3P1,2.592233933,2.674623864,1.847431925,2.175634846,1.909485007,1.907695494,1.949613431,1.842486434
ZNF98,0.002780393,0,0,0,0,0,0,0.0221432
FBXL22,0.090394048,0.136988407,0.097343729,0.089652765,0.058160916,0.098741252,0.08080752,0.079402774
ZNF786,3.155778,3.229770333,2.763102333,3.009543,2.967617,3.274515667,3.242985333,2.848165633
ZNF517,3.02240578,2.570918279,3.306847461,3.423122029,3.944951564,3.913511759,4.25166827,4.111353755
S100A7L2,0,0,0,0,0,0,0,0
ZNF675,7.96324423,7.596772178,6.198252332,6.146384069,5.231425154,3.733432896,4.048634763,5.944933425
SLC22A5,6.517128775,6.344668181,7.228049946,5.533648679,5.523482726,4.821843361,5.36199925,4.904388087
OR8S1,0,0,0,0,0,0,0,0
DACT3,0.086728864,0.184407417,0.504915,0.570631867,0.843780667,0.676943367,0.876468833,0.997986367
ADARB1,4.570874559,4.765344593,7.59802751,5.685497168,7.783827937,5.239839986,8.30907971,7.845071308
ZNF860,2.504654667,2.839012,1.210655667,1.567377667,1.037618,0.855419397,0.779199167,0.9374643
HTT,43.65231022,47.34860902,54.93869359,45.48304837,54.2591775,34.27042819,36.62974587,53.47553968
OR6N1,0,0,0,0,0,0,0,0
C5AR1,1.974042,2.247284,5.063540333,3.236283333,3.876512333,3.375455,3.863187,2.20554499
DIO3,0.0178882,0.00308586,0,1.65387E-08,0.008099267,0,0,0
CYP2B6,0.0082151,0,0.010378318,0,0.002473733,0.005581523,0.010812258,0.005276359
HIST1H3D,0,0,0,0,0,0,0,0
DCHS2,0.661429102,0.710593853,1.431846914,1.381144327,2.464693382,0.938042364,1.389404351,2.319401763
GOLGA6L1,0,0,0,0,0,0,0,0
VEPH1,1.555606026,1.641593598,0.679444946,0.698426754,0.549601434,0.641527906,0.453830259,1.074400486
FABP12,0.0273103,0.037547533,0.016217967,0.16845634,0.121867951,0.061735006,0.037071333,0.113780244
SHPK,7.599173333,7.817476667,5.82143,6.270376667,5.43552,5.98145,4.327503333,5.06636
GGT3P,0.535456313,0.5370805,1.043146667,1.103734169,1.696350636,1.4853641,1.885370833,1.3666422
OR51D1,0,0,0,0,0,0,0,0
IPP,4.530216563,4.274746834,4.291860011,4.434168965,4.098271427,3.507977661,3.52729294,3.746698444
OPALIN,0,0,0,0,0.002125593,0,0,0
OR13G1,0,0,0,0,0,0,0,0
MAP3K5,4.871433333,3.592932333,4.500392333,3.663110337,3.604867333,4.745365189,5.589726672,4.69192
OGDHL,0.066449188,0.048124074,0.034662809,0.045321111,0.100056181,0.064230607,0.084054567,0.134825476
C16orf47,0,0,0,0,0,0,0,0
CYP2F1,0,0,0,0.003846067,0.013585449,0,0,0
GSTK1,47.5267241,43.47119708,66.86581781,63.63591806,81.66633778,68.92433091,84.25991558,67.9839266
HNRNPAB,110.2950649,111.0662013,69.34030031,74.15422529,54.63493204,111.9180065,71.9731124,87.41598387
OR2L5,0,0,0,0,0,0,0,0
STMN3,12.65016099,13.6257016,11.09900127,8.534370945,6.49801968,12.20450957,9.644664343,11.40215362
HIST1H2BH,0,0,0,0,0,0,0,0
PDGFA,0.911802365,1.298707413,1.189505939,0.837488955,0.800587836,1.307833251,0.601174919,0.766118476
AC005276.1,0.512265333,0.691752333,0.692159333,0.656644667,0.77652,0.838113667,0.743955,0.709426333
CSAG3,0.977712667,1.318343333,1.221674668,1.831736667,1.869626667,1.16356667,1.857263335,1.122923333
GYPE,0,0,0,0,0.004929332,0.004975935,0.034623625,0.03859054
COL13A1,1.971023505,2.55066189,3.137920926,2.371970781,1.639621646,3.021637291,3.242377745,2.979725825
RP11-747H12.1,0,0,0,0,0,0,0,0
SPN,0.000860417,0.009234867,0.000883943,1.71298E-35,0.010892034,0.001076903,0,0.005444361
ZNF695,5.887214099,5.641461726,4.412184251,3.880853526,1.982455896,2.276021392,1.459557898,1.8133761
ADAM3A,0,0,0,0,0,0,0.009070232,0
RP11-170L3.7,0,0,0,0,0,0,0.056472333,0
PCDHB11,0.930693267,1.071602,1.109285333,1.6341,2.175889667,1.589864933,2.080002,2.873167333
ZNF628,2.036238667,1.816600333,1.437028,1.388658,1.427005,2.159942667,1.830867667,2.273486333
GALP,0,0,0,0,0.009833372,0.009825454,0.011083862,0
SLC2A10,1.537732333,1.686915,1.683397,2.228542667,2.105993333,2.035895,2.461829333,2.114848333
ZNF665,5.554378333,6.056792333,6.816958,5.982162667,5.021576133,4.7265551,4.204791667,5.3744544
RPF2,21.5844465,21.49122258,18.87279333,18.05289129,15.381879,18.26604772,16.35699896,17.14453345
AL627171.1,0,0,0,0,0,0,0,0
LINC00477,0,0,0,0.0051631,0,0,0,0
SLC28A3,0.031396547,0.008442395,0.015713212,0.010044425,0.020606874,0.007685203,0.014358409,0.018298176
FAM177B,0.357196635,0.103059748,0.147842018,0.02782877,0.0038225,0.025679506,0.017650988,0.022303776
MIB2,4.94748146,4.593794885,9.265472849,8.06948334,12.53521048,7.987498477,13.25676873,10.72931639
OR6Y1,0,0,0,0,0,0,0,0
MYO5A,13.29203806,15.84971078,15.32303815,13.87728081,14.76421881,10.8883202,11.8797315,13.89638258
C5orf56,4.206625667,4.795333,5.968887667,7.158243,8.283571333,6.636669,8.326924333,10.398343
GZMM,0.065488557,0.062060147,0.062517274,0.095882409,0.088141477,0.029880389,0.07460159,0
ATG7,19.32891866,20.26989074,18.61098238,19.32265347,17.20692544,18.55098047,17.20662251,15.23361097
PRAMEF24P,0,0,0,0,0,0,0,0
RP11-460N11.2,0,0.0050428,0.0122173,0.014109433,0.023891767,0.00466905,0.012367167,0.027824047
SIPA1L1,21.7564718,19.20598271,19.86498164,14.33204496,17.20098378,14.85202133,18.43099624,19.70862474
TTC30A,2.40549,2.716366667,2.156296667,2.254873333,2.033353333,2.045976667,1.982786667,2.109926667
SSPO,0.02930936,0.00423822,0.189394343,0.188397267,0.379198868,0.16716254,0.415496056,0.297080449
ELANE,0,0,0.016276308,0.028660762,0.007068401,0.019423322,0.069831989,0.04376824
RAB40C,13.39116195,10.75760374,11.90760365,14.0907032,14.77513906,18.58569967,19.26442717,14.0310982
PIGN,9.57027356,9.070276432,9.32401631,8.145646983,7.645853974,4.784797999,5.631047539,9.039191434
COL4A6,0.004530951,0.00092604,0.00506716,0.003769698,0.008082676,0.002423755,0.002521747,0.00211116
ZNF624,1.871036946,2.257646559,2.400947266,2.70077813,2.880695159,2.702562292,2.867950914,3.13101653
HHLA3,11.25746175,12.87765388,13.5271356,13.31659299,12.31697623,13.68220929,13.11747175,9.965999111
RPS17P2,0.022294873,0,0,0.029967712,0,0.083457314,0.025818046,0.023788774
HOXA4,0.032289544,0.145586445,0.126084929,0.067561154,0.097112339,0.095116657,0.099044967,0.011330899
TOPORS,6.515856667,6.39654,5.95759,6.709666667,6.40862,6.85301,6.341833333,7.13792
BCO2,1.815368608,2.69931116,4.429411502,3.458074438,3.572390436,3.157309554,3.274517724,3.082158188
GPX1P1,11.4358,12.14956667,9.200153333,11.08643333,9.427713333,12.48506667,10.45455,6.885406667
KCNMB2,0.016267601,0.003447282,0,0,0,0,0.00458575,0
AC107218.3,0.106766439,0.105640132,0.22308008,0.162253894,0.213138335,0.056117479,0.175993037,0.095830511
ENTPD6,102.5582714,87.02734459,83.22463525,76.86475231,61.17655324,66.19988783,54.38780977,53.3574312
DMBX1,1.120899,0.743546,1.256719,1.565921667,1.236750333,1.963480667,1.680232,1.709302333
KLKP1,0,0,0,0,0.007545533,0,0.006191454,0
OR11L1,0,0,0,0,0,0,0,0
ENPP1,0.952934705,1.013144856,1.207685389,1.1764198,1.376362533,1.117796167,1.155940373,1.696709555
C13orf35,0,0,0,0,0,0,0,0
CCDC154,0.057128159,0.0224033,0.03440449,0.097917112,0.053549098,0.131619734,0.204127533,0.126681212
FAR1,23.58044432,23.42809176,19.21961236,17.56722905,14.90294323,11.65323799,8.355758329,18.42473219
C5orf42,3.05896367,4.218946551,4.5282939,5.070892447,6.66529236,5.420453849,5.590408398,7.543082651
AC022532.1,0.27357,0.265851667,0.299275667,0.198274333,0.208258667,0.325847333,0.241282,0.241565667
ZNF841,6.849953609,7.880649638,9.535802885,8.04001864,8.856247485,5.035302527,6.190195692,7.3023193
MFAP5,0,0,0,0,0,0,0,0
MYH6,0.002981551,0,0,0,0,0.001218743,0.001025256,0
VN1R5,0,0,0,0,0,0,0,0
ZNF615,7.191188285,7.960854893,10.26371028,8.86856398,11.21904086,5.012609345,7.031957842,7.631692865
CXorf40A,8.739002954,8.805944133,10.3019738,10.80134898,11.10304767,12.03433253,11.9276931,9.803091905
CDC42SE1,56.61876987,52.96699687,55.96957706,46.2003436,50.91182102,40.92483483,40.88172382,41.11807509
AC048382.4,0,0,0,0,0,0,0,0
MPEG1,0,0,0,0,0,0,0,0
SERPINB2,0.006369182,0.048294307,0.010505239,0.004017533,4.99147E-05,0.008390175,0,0.003848057
DPP4,0.313264021,0.531013474,0.84683777,1.113952445,2.369073465,1.927313187,2.387335412,2.269340455
SERPINB13,0,0,0,0.002782093,0,0,0,0
AC106870.2,0,0,0,0,0,0,0,0
PDCD1LG2,0.087503997,0.15096673,0.244189484,0.256039928,0.272190091,0.425592633,0.453861968,0.637638449
ZNF433,3.12795493,3.545510467,3.569939667,4.261840767,4.157687212,4.274564967,4.3012102,3.615315433
CCER1,0,0,0,0,0,0,0,0
DNAH10,0.012924434,0.058630727,0.034127336,0.069804598,0.03250428,0.03045138,0.036742138,0.093613341
SLC22A24,0,0,0,0,0,0,0,0
AC007952.6,0,0,0,0,0,0,0.028994541,0
RP4-724E16.2,0,0,0,0,0,0,0,0
OR51C1P,0,0,0,0,0,0,0,0
TBC1D3,0.066109473,0.079234867,0.12702309,0.028433467,0.08304711,0.046449733,0.098075933,0.110629033
KRTAP26-1,0,0,0,0,0,0,0,0
CBX3P7,0,0,0,0,0,0,0,0
SPTAN1,47.65599161,43.16211801,51.00178557,54.67965987,67.30787131,45.13925127,57.15962205,68.1515736
NMB,5.54847,5.146882333,6.05639,6.101813333,5.829847,7.756066667,7.874033333,5.037126333
HIST1H2BE,0.334722,0.902054,0.490270333,0.347909667,0.836058,0.559940333,0.670456333,0.522401667
ZNF595,46.05949135,44.32374188,42.38611371,36.88693165,38.48600148,31.05049979,27.77002901,44.12422527
PARVA,2.07171158,2.766484032,2.514108019,2.8612025,3.058079544,2.656625169,3.207844074,4.047127555
FRMPD2P1,0.009245933,0.006276666,0.008540267,0.025269167,0.023965679,0.006158567,0.006461524,0.022643143
KLHL14,0.001217,0.01224664,0.001456217,0.001909657,0.008017803,0.00407882,0.003310923,0
OR6C74,0,0,0,0,0,0,0,0
FAM114A1,14.74836391,14.5519107,23.65146767,16.73818558,19.130147,15.62227128,13.20363002,20.74142422
RPE,32.37597098,34.97929924,30.64395036,26.34217922,27.52659494,24.14804789,20.21001599,26.91698274
ZNF460,1.438545734,1.280099436,1.890947565,1.33255767,1.50923074,0.482772727,0.614532666,1.076802915
CR1L,0.036123731,0.104050923,0.041450146,0.123561963,0.071756741,0.088506291,0.064598073,0.045819542
HSPB9,0.0403971,0.0137236,0.058599433,0.068799033,0.068685867,0.0822476,0.018061567,0.0763125
PHF2,14.5041743,14.38975744,14.56055812,12.67401604,13.23078055,12.46866467,11.32925667,11.96996158
AL022341.1,0.150170333,0.046878667,0.025817167,0.157283,0.321175,0.151256967,0.244661667,0.140368
RPS26,10.19534346,12.47513352,9.031000094,8.886240246,7.698250201,11.76313026,10.75204032,8.397886818
C14orf178,0.040305219,0.047492333,0.020573733,0.0270669,0.122612567,0.021483243,0.162039248,0.072060493
PTMAP2,17.97466667,30.4978,18.6022,25.91646667,18.85256667,31.46496667,28.86506667,11.3622
SCGB1D4,0,0,0,0,0,0,0,0
PSAP,172.133161,158.0009117,252.882323,333.6690403,493.9193117,445.291348,573.0055157,507.2831427
S100A10,934.440048,1003.314242,604.6165261,870.9947527,535.9703857,1236.593466,798.1783656,609.4138172
WDR96,0.629733295,0.562113441,0.926343122,0.598845492,0.76294374,0.527700757,0.491982338,0.535217584
LHFPL5,0.556090667,0.607931667,0.572591667,0.482285,0.478887333,0.340003667,0.3751615,0.434462333
RPL37A,2039.728286,2155.578175,2065.310571,2555.385622,2474.609511,3218.403432,3298.50875,2223.483022
HOXC6,0,0.005036186,0,0,0.028655567,0.004627835,0.005052713,0.0177634
TXNRD3,2.989669607,2.833266419,2.656562049,1.817697089,2.145647365,2.728404696,2.416322,2.769419176
CFD,6.610893333,4.679216667,4.67136,3.640179089,4.235203333,5.292976667,5.52966,5.32899
C9orf173,0,0,0,0,0,0,0,0
MAP1LC3C,0.062093433,0.133479067,0.691928,1.301943333,3.479413333,1.147106667,1.487506667,1.273386667
MCMBP,26.33109704,28.74965794,18.75543259,19.20219529,15.85655858,22.28960407,15.81755003,21.1193799
EME2,4.331854746,3.995808967,4.6861975,4.985594767,6.091724012,4.623439167,6.796327467,5.595151472
DHRS4-AS1,0.0100205,0.007276533,0,0.032950367,0.009736467,0.0266506,0.007290333,0.006106933
KLHDC1,0.361103128,0.340704432,0.554802505,0.506492999,0.756213819,0.338821271,0.594304698,0.936524424
ZNF81,3.404005667,3.739463333,3.645375951,3.6978536,3.554173,2.939604,1.76330307,3.256171667
TAF13,18.20764667,17.96234333,19.39538,22.69803667,20.6188,21.03919,20.25981667,19.63987667
ZNF780A,8.535713956,7.737970983,9.55114604,7.757190161,8.119408268,7.407015186,7.171942936,7.008028887
ATAD3A,34.64931563,35.07270153,24.78540537,25.9143414,21.08507553,38.99034907,23.5682151,27.687548
OR5B17,0,0,0,0,0,0,0,0
OR52M1,0,0,0,0,0,0,0,0
IGKV7-3,0,0,0,0,0,0,0,0
FAM118B,7.97855691,8.220100171,7.484454734,8.451253597,7.401486834,8.521321269,7.426978529,8.493858816
BX649597.1,0,0,0,0,0,0,0,0
ZNF461,3.962600643,3.595675019,4.103784075,4.49653524,5.021780142,3.762465985,4.134323132,4.734904261
CTC-301O7.4,1.37731,1.396628333,3.288221333,3.973373333,3.97965,2.691178,3.799386333,3.741953333
AC122129.1,0,0.013772033,0.022711367,0,0,0,0,0
CCDC180,1.30269148,1.488062229,1.756653725,2.255594157,2.923459763,2.294057337,2.332305727,2.501279816
SLC9A8,5.516558033,6.124325,6.124463833,7.06875,7.2873318,7.709034667,7.5849045,7.572428333
