ENSEMBL_id	KD0d_A	KD0d_B	KD0d_C	KD1d_A	KD1d_B	KD1d_C	KD3d_A	KD3d_B	KD3d_C	WT0d_A	WT0d_B	WT0d_C	WT1d_A	WT1d_B	WT1d_C	WT3d_A	WT3d_B	WT3d_C
ENSG00000211911.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211912.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211914.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211915.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211917.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211918.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211920.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211921.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211923.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211924.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211925.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211928.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211930.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211931.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211933.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000211934.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211935.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211937.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211938.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211941.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211942.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211943.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211944.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211945.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211946.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211947.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211949.3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211950.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211951.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211952.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211955.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211956.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211957.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211958.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211959.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211961.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211962.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211964.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211965.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211966.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211967.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211968.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211970.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211972.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211973.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211974.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211976.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
ENSG00000211978.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000211979.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212122.3	3	1	1	0	0	0	2	2	0	1	2	0	3	1	7	14	11	7
ENSG00000212123.3	14	15	14	1	2	0	0	1	0	9	10	8	4	6	5	8	8	4
ENSG00000212124.2	43	32	47	4	0	0	7	12	2	0	1	0	12	21	19	14	22	13
ENSG00000212125.2	35	24	31	1	0	3	10	5	9	0	0	4	13	29	19	30	18	22
ENSG00000212126.3	13	13	9	1	1	3	7	9	2	0	3	0	11	10	3	16	9	8
ENSG00000212127.5	25	28	26	4	0	2	18	13	7	1	0	1	16	26	43	33	32	31
ENSG00000212128.2	31	24	23	0	1	1	6	4	3	0	0	0	22	12	17	33	19	16
ENSG00000212643.2	29	21	19	3	1	3	10	9	7	3	3	3	18	33	15	9	5	6
ENSG00000212657.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212658.1	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000212659.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212663.2	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212664.5	10	4	2	8	2	3	8	5	3	4	4	3	13	4	8	4	4	4
ENSG00000212694.8	99	63	73	44	31	42	63	55	41	72	75	54	160	166	202	202	174	158
ENSG00000212695.5	0	0	1	2	1	2	1	1	0	6	1	6	1	2	1	3	3	1
ENSG00000212710.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
ENSG00000212712.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212717.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212719.10	126	121	95	26	25	36	32	26	12	55	51	57	114	113	97	56	72	70
ENSG00000212721.3	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ENSG00000212722.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212724.3	0	1	0	0	4	1	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000212725.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212743.2	7	2	5	0	0	0	3	1	1	0	1	0	7	19	15	3	4	2
ENSG00000212747.4	31	23	11	9	14	14	13	16	8	25	16	20	50	43	54	57	38	42
ENSG00000212766.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000212769.5	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000212789.4	5	0	6	0	0	1	0	0	1	0	0	1	2	0	4	0	0	0
ENSG00000212802.4	13	7	10	15	8	9	5	9	10	25	28	34	18	15	17	14	12	9
ENSG00000212807.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212829.8	6	7	6	14	8	23	29	16	17	22	20	23	10	7	20	20	14	9
ENSG00000212855.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212856.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212864.3	0	6	2	0	1	1	0	0	2	0	2	3	2	5	0	4	3	1
ENSG00000212899.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212900.2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212901.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212907.2	878	500	462	259	217	353	458	392	323	227	336	237	435	437	412	567	610	648
ENSG00000212916.4	2	5	0	0	0	4	2	1	3	3	2	2	4	1	2	5	5	4
ENSG00000212930.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212932.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212933.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212935.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212938.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212939.2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212951.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212952.6	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
ENSG00000212961.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212978.6	188	132	145	52	53	86	175	200	167	96	138	112	284	272	240	184	181	155
ENSG00000212989.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212993.4	4	0	1	1	0	1	0	2	1	0	0	0	2	1	0	3	4	0
ENSG00000212994.5	1	2	0	0	0	0	0	0	0	1	2	1	0	1	0	0	1	0
ENSG00000213003.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213005.3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ENSG00000213013.4	3	5	10	0	3	0	3	1	0	0	1	2	5	4	5	1	2	6
ENSG00000213014.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213015.8	63	40	42	27	16	41	13	13	5	80	82	67	61	81	75	37	51	50
ENSG00000213016.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213018.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213020.8	307	217	222	18	19	35	56	54	50	28	30	34	126	193	126	107	79	80
ENSG00000213022.5	5	3	4	2	2	0	0	0	0	1	0	2	3	1	1	6	5	1
ENSG00000213023.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213024.11	852	680	641	211	261	352	240	260	234	468	522	430	531	598	601	386	384	399
ENSG00000213025.2	9	8	7	4	1	3	2	11	3	0	1	2	2	5	3	3	4	0
ENSG00000213026.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213028.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213029.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213030.5	0	0	0	7	16	18	9	25	14	0	0	0	39	39	32	29	22	23
ENSG00000213032.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213033.4	28	25	26	0	1	3	2	7	2	1	0	0	15	18	13	8	16	8
ENSG00000213035.4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
ENSG00000213036.3	11	8	9	3	1	0	3	2	1	0	2	0	5	3	6	8	5	2
ENSG00000213041.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213045.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213046.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213047.11	310	251	268	79	79	123	255	250	172	25	47	58	205	250	204	278	217	195
ENSG00000213048.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213049.3	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000213050.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213051.3	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	1	0
ENSG00000213055.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213057.5	7	5	4	0	0	1	1	3	2	0	0	1	4	3	4	6	4	2
ENSG00000213058.3	1	3	4	0	0	0	0	0	0	0	0	0	0	5	0	3	1	1
ENSG00000213060.4	0	0	1	0	0	0	2	0	0	0	0	0	1	2	2	0	0	2
ENSG00000213061.2	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
ENSG00000213062.4	15	10	10	1	3	5	10	10	5	4	4	3	8	8	15	9	7	11
ENSG00000213063.3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0
ENSG00000213064.9	1759	1338	1310	175	221	291	339	345	300	231	257	270	1280	1658	1333	682	594	610
ENSG00000213065.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213066.11	315	263	259	49	65	91	176	167	129	73	88	84	182	183	194	152	112	101
ENSG00000213067.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213068.3	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
ENSG00000213069.3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213070.3	2	0	0	0	0	0	0	0	0	0	0	2	0	1	1	0	0	0
ENSG00000213071.10	2	5	1	0	0	1	4	2	1	3	2	0	4	5	7	6	2	14
ENSG00000213073.4	53	40	47	5	7	6	5	12	7	9	10	16	34	28	30	36	23	25
ENSG00000213075.7	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0
ENSG00000213076.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213077.5	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0
ENSG00000213078.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000213079.9	2329	1631	1681	279	268	399	598	532	456	290	400	379	1241	1419	1283	764	645	569
ENSG00000213080.3	17	18	19	9	7	9	8	19	14	12	7	11	15	21	14	9	10	11
ENSG00000213081.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213082.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213083.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213085.9	13	8	13	5	7	6	14	13	13	5	4	5	28	20	18	10	6	12
ENSG00000213087.3	0	1	0	0	0	0	1	0	0	1	0	1	0	1	1	1	2	0
ENSG00000213088.9	1	1	1	0	0	0	0	0	0	2	0	0	1	0	1	0	3	0
ENSG00000213089.4	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	0	3
ENSG00000213090.2	37	21	22	3	1	2	7	6	11	1	1	0	15	10	9	21	22	8
ENSG00000213091.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213096.9	455	288	286	50	47	72	229	169	160	40	25	29	200	256	213	295	272	275
ENSG00000213100.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213104.3	2	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0
ENSG00000213107.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213108.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213109.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213110.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213111.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213113.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213115.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213117.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213118.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213120.3	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213121.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213122.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213123.10	74	48	39	32	31	62	90	86	49	30	27	48	110	106	78	69	58	63
ENSG00000213126.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213128.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213130.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213131.3	17	21	12	2	5	10	11	18	3	3	8	5	18	27	19	12	8	14
ENSG00000213133.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213137.3	9	8	6	0	0	0	0	0	1	0	0	0	2	1	4	4	6	2
ENSG00000213139.7	19	7	9	0	2	1	9	3	2	2	5	1	18	13	21	12	14	11
ENSG00000213140.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213144.2	1	1	0	0	1	0	0	0	1	0	0	1	0	0	3	0	0	1
ENSG00000213145.9	0	3	3	5	1	3	5	5	4	1	3	6	17	14	10	17	9	4
ENSG00000213147.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213148.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213149.3	2	2	0	0	0	2	0	0	0	0	0	1	1	2	1	0	0	1
ENSG00000213150.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213152.5	6	6	3	0	0	0	2	0	0	1	0	0	3	2	2	6	5	9
ENSG00000213153.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213155.4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ENSG00000213157.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213158.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213159.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213160.9	181	119	125	19	20	27	40	33	30	32	30	36	92	86	63	32	25	25
ENSG00000213169.3	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0
ENSG00000213170.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213171.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213172.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213174.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213176.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000213177.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213178.3	10	4	5	2	1	3	7	7	3	3	3	3	8	6	2	2	4	7
ENSG00000213179.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000213180.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213181.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213182.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213183.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213184.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213185.6	11	11	6	4	0	0	7	9	4	8	6	4	10	9	10	5	4	7
ENSG00000213186.7	388	303	262	27	33	43	79	62	51	44	96	75	323	418	310	100	63	67
ENSG00000213187.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213188.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0
ENSG00000213189.5	22	15	16	1	7	2	12	15	14	1	2	4	8	12	11	8	12	12
ENSG00000213190.3	26	17	9	12	15	17	108	105	75	11	11	9	43	61	60	49	60	39
ENSG00000213194.3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1
ENSG00000213197.3	62	32	29	1	1	2	8	11	4	1	0	2	26	47	34	29	22	13
ENSG00000213199.7	11	8	7	1	2	1	0	0	0	3	1	2	1	4	3	2	7	2
ENSG00000213201.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213203.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213205.3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ENSG00000213209.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213210.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213211.2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ENSG00000213212.3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ENSG00000213213.13	19	10	17	5	3	11	4	3	7	10	10	6	12	12	11	7	13	6
ENSG00000213214.4	60	51	27	14	18	23	56	53	35	22	24	22	82	101	98	44	34	31
ENSG00000213215.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213216.2	0	1	0	0	1	0	1	0	0	0	0	0	0	1	0	0	1	0
ENSG00000213218.9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213221.4	55	79	51	44	58	68	35	63	58	59	67	83	62	59	57	58	33	59
ENSG00000213222.3	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ENSG00000213225.7	1	3	1	1	1	3	1	0	0	1	1	0	1	0	3	0	2	2
ENSG00000213226.4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	0
ENSG00000213228.5	3	1	2	0	0	1	0	2	0	4	1	2	1	0	4	2	0	0
ENSG00000213231.12	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213232.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213233.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213234.4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000213235.3	4	3	1	1	2	0	4	2	2	1	1	0	0	3	3	1	3	1
ENSG00000213236.3	3	1	1	1	0	1	3	0	1	1	0	1	3	2	1	4	1	1
ENSG00000213237.4	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
ENSG00000213238.6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213239.3	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0
ENSG00000213244.3	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0
ENSG00000213246.6	590	436	410	317	346	548	932	967	714	404	430	439	538	616	565	627	583	552
ENSG00000213247.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
ENSG00000213250.5	5	5	2	0	6	2	6	2	2	2	6	1	11	2	5	1	1	2
ENSG00000213252.3	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000213253.5	0	0	1	1	0	0	0	2	0	0	0	2	0	0	0	1	0	0
ENSG00000213260.3	39	12	16	5	5	10	36	22	10	3	10	6	30	34	23	21	19	10
ENSG00000213261.3	0	1	1	1	0	1	1	1	2	1	2	2	0	2	1	0	0	0
ENSG00000213262.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213264.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2
ENSG00000213265.8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213269.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213270.5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ENSG00000213272.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ENSG00000213275.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213277.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213279.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213280.2	1	1	0	0	0	2	0	3	1	6	3	1	2	1	2	0	1	2
ENSG00000213281.4	2011	1442	1461	385	452	635	1601	1531	1225	241	271	284	1780	2149	1856	891	739	714
ENSG00000213285.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213287.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213290.4	1	0	0	0	1	0	1	0	0	1	0	0	0	0	2	1	0	1
ENSG00000213291.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213293.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213295.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213296.4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
ENSG00000213300.5	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0
ENSG00000213301.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213302.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213303.3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	1
ENSG00000213304.3	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213305.3	1	2	0	0	0	1	1	2	1	0	0	0	0	0	1	0	0	0
ENSG00000213307.4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0
ENSG00000213309.3	0	0	1	0	0	1	0	0	0	1	0	0	0	2	0	2	0	1
ENSG00000213310.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213312.3	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ENSG00000213315.5	0	2	2	0	1	0	3	1	0	0	1	1	3	1	5	0	1	1
ENSG00000213316.9	1	2	0	1	0	0	0	0	1	3	0	0	2	0	0	1	0	1
ENSG00000213318.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213326.4	16	8	10	12	4	16	19	26	20	24	13	8	19	25	30	13	14	8
ENSG00000213328.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213331.4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213332.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213333.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213335.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213337.8	36	35	25	18	30	19	40	46	46	42	59	49	33	43	46	29	30	30
ENSG00000213338.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000213339.8	155	152	156	64	88	92	76	106	90	119	146	142	109	121	110	91	90	79
