TCGAlong.id	cancer.type	sample.type	mRNAsi	EREG-mRNAsi
TCGA-CG-4306-01A-01R-1157-13	STAD	1	0.412487242	0.70949945
TCGA-CG-4436-01A-01R-1157-13	STAD	1	0.591373771	0.827546951
TCGA-CG-4437-01A-01R-1802-13	STAD	1	0.435664126	0.856076101
TCGA-CG-4438-01A-01R-1157-13	STAD	1	0.462084354	0.822820227
TCGA-CG-4440-01A-01R-1157-13	STAD	1	0.51471886	0.827643414
TCGA-CG-4441-01A-01R-1802-13	STAD	1	0.395047049	0.756212016
TCGA-CG-4442-01A-01R-1157-13	STAD	1	0.468217567	0.681910821
TCGA-CG-4443-01A-01R-1157-13	STAD	1	0.373971548	0.695632788
TCGA-CG-4444-01A-01R-1157-13	STAD	1	0.447702905	0.845971525
TCGA-CG-4449-01A-01R-1157-13	STAD	1	0.354427503	0.85887355
TCGA-CG-4462-01A-01R-1157-13	STAD	1	0.12995418	0.713599159
TCGA-CG-4465-01A-01R-1157-13	STAD	1	0.458605317	0.79954835
TCGA-CG-4466-01A-01R-1157-13	STAD	1	0.546766128	0.818069388
TCGA-CG-4469-01A-01R-1157-13	STAD	1	0.477811284	0.706798465
TCGA-CG-4472-01A-01R-1157-13	STAD	1	0.260337336	0.801959944
TCGA-CG-4474-01A-02R-1157-13	STAD	1	0.366038179	0.685262936
TCGA-CG-4475-01A-01R-1157-13	STAD	1	0.299154082	0.70523093
TCGA-CG-4476-01A-01R-1157-13	STAD	1	0.291068788	0.642553615
TCGA-CG-4477-01A-01R-1157-13	STAD	1	0.380118568	0.658928335
TCGA-CG-5717-01A-11R-1602-13	STAD	1	0.334700952	0.709788841
TCGA-CG-5718-01A-11R-1602-13	STAD	1	0.443817658	0.613686841
TCGA-CG-5719-01A-11R-1602-13	STAD	1	0.25565147	0.788792644
TCGA-CG-5720-01A-11R-1602-13	STAD	1	0.439913102	0.721412722
TCGA-CG-5720-11A-01R-1602-13	STAD	11	0.378726602	0.703181075
TCGA-CG-5721-01A-11R-1602-13	STAD	1	0.463666538	0.595021108
TCGA-CG-5721-11A-01R-1602-13	STAD	11	0.377515648	0.753342219
TCGA-CG-5722-01A-21R-1602-13	STAD	1	0.464747696	0.625286606
TCGA-CG-5722-11A-02R-1602-13	STAD	11	0.268831314	0.752642857
TCGA-CG-5723-01A-11R-1602-13	STAD	1	0.452821269	0.577006505
TCGA-CG-5724-01A-11R-1602-13	STAD	1	0.475235172	0.5963716
TCGA-CG-5725-01A-11R-1602-13	STAD	1	0.468262112	0.592344239
TCGA-CG-5726-01A-11R-1602-13	STAD	1	0.602026789	0.797160873
TCGA-CG-5728-11A-01R-1602-13	STAD	11	0.346331115	0.531572084
TCGA-CG-5730-11A-01R-1602-13	STAD	11	0.315814774	0.642360688
TCGA-CG-5732-01A-11R-1602-13	STAD	1	0.425714002	0.579707489
TCGA-CG-5733-11A-01R-1602-13	STAD	11	0.314413173	0.655937959
TCGA-CG-5734-01A-11R-1602-13	STAD	1	0.351498642	0.687047515
TCGA-CG-5734-11A-01R-1602-13	STAD	11	0.320307814	0.746252135
TCGA-CH-5737-01A-11R-1580-07	PRAD	1	0.327808844	0.53747908
TCGA-CH-5738-01A-11R-1580-07	PRAD	1	0.254457377	0.511747307
TCGA-CH-5739-01A-11R-1580-07	PRAD	1	0.318036256	0.500846875
TCGA-CH-5740-01A-11R-1580-07	PRAD	1	0.364285975	0.503162011
TCGA-CH-5741-01A-11R-1580-07	PRAD	1	0.36407589	0.570181695
TCGA-CH-5743-01A-21R-1580-07	PRAD	1	0.22960209	0.431225679
TCGA-CH-5744-01A-11R-1580-07	PRAD	1	0.306726186	0.485340286
TCGA-CH-5745-01A-11R-1580-07	PRAD	1	0.240265785	0.506732671
TCGA-CH-5746-01A-11R-1580-07	PRAD	1	0.319032668	0.460140685
TCGA-CH-5748-01A-11R-1580-07	PRAD	1	0.38713255	0.49634924
TCGA-CH-5750-01A-11R-1580-07	PRAD	1	0.395306458	0.484422325
TCGA-CH-5751-01A-11R-1580-07	PRAD	1	0.418332606	0.464312742
TCGA-CH-5752-01A-11R-1580-07	PRAD	1	0.416859772	0.564996769
TCGA-CH-5753-01A-11R-1580-07	PRAD	1	0.374615646	0.488534114
TCGA-CH-5754-01A-11R-1580-07	PRAD	1	0.370277928	0.603509917
TCGA-CH-5761-01A-11R-1580-07	PRAD	1	0.444660235	0.651487475
TCGA-CH-5761-11A-01R-1580-07	PRAD	11	0.266416183	0.503425786
TCGA-CH-5762-01A-11R-1580-07	PRAD	1	0.304400532	0.435421852
TCGA-CH-5763-01A-11R-1580-07	PRAD	1	0.214974893	0.466507292
TCGA-CH-5764-01A-21R-1580-07	PRAD	1	0.339639319	0.478545354
TCGA-CH-5765-01A-11R-1580-07	PRAD	1	0.353964286	0.516861363
TCGA-CH-5766-01A-11R-1580-07	PRAD	1	0.328819324	0.484714822
TCGA-CH-5767-01A-11R-1789-07	PRAD	1	0.338080633	0.513364553
TCGA-CH-5767-11B-01R-1789-07	PRAD	11	0.209441468	0.517125175
TCGA-CH-5768-01A-11R-1580-07	PRAD	1	0.400432393	0.534369532
TCGA-CH-5768-11A-01R-1580-07	PRAD	11	0.282052193	0.533917718
TCGA-CH-5769-01A-11R-1580-07	PRAD	1	0.336971754	0.694183877
TCGA-CH-5769-11A-01R-1580-07	PRAD	11	0.326664161	0.683068386
TCGA-CH-5771-01A-21R-1580-07	PRAD	1	0.203633101	0.430645196
TCGA-CH-5772-01A-11R-1580-07	PRAD	1	0.340921468	0.496600939
TCGA-CH-5788-01A-11R-1580-07	PRAD	1	0.481805846	0.520085622
TCGA-CH-5789-01A-11R-1580-07	PRAD	1	0.257140297	0.530149243
TCGA-CH-5790-01A-11R-1580-07	PRAD	1	0.332343481	0.47944079
TCGA-CH-5791-01A-11R-1580-07	PRAD	1	0.338669657	0.455655121
TCGA-CH-5792-01A-11R-1580-07	PRAD	1	0.251312477	0.464190553
TCGA-CH-5794-01A-11R-1580-07	PRAD	1	0.344850395	0.58017646
TCGA-CI-6619-01B-11R-1830-07	READ	1	0.489759161	0.810014007
TCGA-CI-6620-01A-11R-1830-07	READ	1	0.56988768	0.861115294
TCGA-CI-6621-01A-11R-1830-07	READ	1	0.497678007	0.724909532
TCGA-CI-6622-01A-11R-1830-07	READ	1	0.515639402	0.804334689
TCGA-CI-6623-01B-11R-1830-07	READ	1	0.579223077	0.756199151
TCGA-CI-6624-01C-11R-1830-07	READ	1	0.404427467	0.72792314
TCGA-CJ-4634-01A-02R-1325-07	KIRC	1	0.154398106	0.410944178
TCGA-CJ-4635-01A-02R-1305-07	KIRC	1	0.20584911	0.358269278
TCGA-CJ-4636-01A-02R-1325-07	KIRC	1	0.172706794	0.407035631
TCGA-CJ-4637-01A-02R-1325-07	KIRC	1	0.237345455	0.366305583
TCGA-CJ-4638-01A-02R-1325-07	KIRC	1	0.229358688	0.278434937
TCGA-CJ-4639-01A-02R-1325-07	KIRC	1	0.188728627	0.424690261
TCGA-CJ-4640-01A-02R-1325-07	KIRC	1	0.236076645	0.469904452
TCGA-CJ-4641-01A-02R-1325-07	KIRC	1	0.209519023	0.458185669
TCGA-CJ-4643-01A-02R-1325-07	KIRC	1	0.143549153	0.48977763
TCGA-CJ-4644-01A-02R-1325-07	KIRC	1	0.24965756	0.646953666
TCGA-CJ-4868-01A-01R-1305-07	KIRC	1	0.141745932	0.573196187
TCGA-CJ-4869-01A-02R-1426-07	KIRC	1	0.22533414	0.441909038
TCGA-CJ-4870-01A-01R-1305-07	KIRC	1	0.180065656	0.492440917
TCGA-CJ-4871-01A-01R-1305-07	KIRC	1	0.182907296	0.537118749
TCGA-CJ-4872-01A-01R-1305-07	KIRC	1	0.128387474	0.485702026
TCGA-CJ-4873-01A-01R-1305-07	KIRC	1	0.175410828	0.327280046
TCGA-CJ-4874-01A-01R-1305-07	KIRC	1	0.235895071	0.539072139
TCGA-CJ-4875-01A-01R-1305-07	KIRC	1	0.17951902	0.336747587
TCGA-CJ-4876-01A-01R-1305-07	KIRC	1	0.228637034	0.327720087
TCGA-CJ-4878-01A-01R-1305-07	KIRC	1	0.228545883	0.505478642
TCGA-CJ-4881-01A-01R-1305-07	KIRC	1	0.129112681	0.335991853
TCGA-CJ-4882-01A-02R-1426-07	KIRC	1	0.101990962	0.567239551
TCGA-CJ-4884-01A-01R-1305-07	KIRC	1	0.220211059	0.484298637
TCGA-CJ-4885-01A-01R-1305-07	KIRC	1	0.213982913	0.454025659
TCGA-CJ-4886-01A-01R-1305-07	KIRC	1	0.157282393	0.497325938
TCGA-CJ-4887-01A-01R-1305-07	KIRC	1	0.211036683	0.587231661
TCGA-CJ-4888-01A-01R-1305-07	KIRC	1	0.225376163	0.529112258
TCGA-CJ-4889-01A-01R-1305-07	KIRC	1	0.124884144	0.542279559
TCGA-CJ-4890-01A-01R-1305-07	KIRC	1	0.163168845	0.566297701
TCGA-CJ-4891-01A-01R-1305-07	KIRC	1	0.187483068	0.412821721
TCGA-CJ-4892-01A-01R-1305-07	KIRC	1	0.15435235	0.500035968
TCGA-CJ-4893-01A-01R-1305-07	KIRC	1	0.196554213	0.531668547
TCGA-CJ-4894-01A-01R-1305-07	KIRC	1	0.216185942	0.419045399
TCGA-CJ-4895-01A-01R-1305-07	KIRC	1	0.164462179	0.495952848
TCGA-CJ-4897-01A-03R-1426-07	KIRC	1	0.194006976	0.507022062
TCGA-CJ-4899-01A-01R-1334-07	KIRC	1	0.13830795	0.494409428
TCGA-CJ-4900-01A-01R-1334-07	KIRC	1	0.211328639	0.485350793
TCGA-CJ-4901-01A-01R-1426-07	KIRC	1	0.196151389	0.468130323
TCGA-CJ-4902-01A-01R-1426-07	KIRC	1	0.120013822	0.520573763
TCGA-CJ-4903-01A-01R-1426-07	KIRC	1	0.191017628	0.413800169
TCGA-CJ-4904-01A-02R-1426-07	KIRC	1	0.218903817	0.682704629
TCGA-CJ-4905-01A-02R-1426-07	KIRC	1	0.15026436	0.48423095
TCGA-CJ-4907-01A-01R-1426-07	KIRC	1	0.119254553	0.533282896
TCGA-CJ-4908-01A-01R-1426-07	KIRC	1	0.138711906	0.514498002
TCGA-CJ-4912-01A-01R-1426-07	KIRC	1	0.175007986	0.457150309
TCGA-CJ-4916-01A-01R-1426-07	KIRC	1	0.210006361	0.396386621
TCGA-CJ-4918-01A-01R-1426-07	KIRC	1	0.122518249	0.580707012
TCGA-CJ-4920-01A-01R-1426-07	KIRC	1	0.11650266	0.365533873
TCGA-CJ-4923-01A-01R-1426-07	KIRC	1	0.148027111	0.419937691
TCGA-CJ-5671-01A-11R-1541-07	KIRC	1	0.12434364	0.494153158
TCGA-CJ-5672-01A-11R-1541-07	KIRC	1	0.230381686	0.519387707
TCGA-CJ-5672-11A-01R-1541-07	KIRC	11	0.233494785	0.600240973
TCGA-CJ-5675-01A-11R-1541-07	KIRC	1	0.267035212	0.391169112
TCGA-CJ-5676-01A-11R-1541-07	KIRC	1	0.151521801	0.435008503
TCGA-CJ-5676-11A-01R-1541-07	KIRC	11	0.197517628	0.617569507
TCGA-CJ-5677-01A-11R-1541-07	KIRC	1	0.1828256	0.49375677
TCGA-CJ-5677-11A-01R-1541-07	KIRC	11	0.215334604	0.613696503
TCGA-CJ-5678-01A-11R-1541-07	KIRC	1	0.265730276	0.378725289
TCGA-CJ-5678-11A-01R-1541-07	KIRC	11	0.230418759	0.605534435
TCGA-CJ-5679-01A-11R-1541-07	KIRC	1	0.227622886	0.473487271
TCGA-CJ-5679-11A-01R-1541-07	KIRC	11	0.175166029	0.568758855
TCGA-CJ-5680-01A-11R-1541-07	KIRC	1	0.21171019	0.352712424
TCGA-CJ-5680-11A-01R-1541-07	KIRC	11	0.17304578	0.473389224
TCGA-CJ-5681-01A-11R-1541-07	KIRC	1	0.326509979	0.609538901
TCGA-CJ-5681-11A-01R-1541-07	KIRC	11	0.2742975	0.823591315
TCGA-CJ-5682-01A-11R-1541-07	KIRC	1	0.114694219	0.446596273
TCGA-CJ-5683-01A-11R-1541-07	KIRC	1	0.203867722	0.618810293
TCGA-CJ-5684-01A-11R-1541-07	KIRC	1	0.203986102	0.450806173
TCGA-CJ-5686-01A-11R-1672-07	KIRC	1	0.192321138	0.506682947
TCGA-CJ-5689-01A-11R-1541-07	KIRC	1	0.153293038	0.559411236
TCGA-CJ-5689-11A-01R-1541-07	KIRC	11	0.191604061	0.618847651
TCGA-CJ-6027-01A-11R-1672-07	KIRC	1	0.297038551	0.47182168
TCGA-CJ-6028-01A-11R-1672-07	KIRC	1	0.256521474	0.530027236
TCGA-CJ-6030-01A-11R-1672-07	KIRC	1	0.221096647	0.399055022
TCGA-CJ-6030-11A-01R-1672-07	KIRC	11	0.247700065	0.621500404
TCGA-CJ-6031-01A-11R-1672-07	KIRC	1	0.151704514	0.545824601
TCGA-CJ-6032-01A-11R-1672-07	KIRC	1	0.23145684	0.582054937
TCGA-CJ-6033-01A-11R-1672-07	KIRC	1	0.174884895	0.592029474
TCGA-CJ-6033-11A-01R-1858-07	KIRC	11	0.243850785	0.60100186
TCGA-CK-4947-01B-11R-1653-07	COAD	1	0.504624237	0.774346441
TCGA-CK-4948-01B-11R-1653-07	COAD	1	0.517270971	0.919247433
TCGA-CK-4950-01A-01R-1723-07	COAD	1	0.491587426	0.717385361
TCGA-CK-4951-01A-01R-1410-07	COAD	1	0.459520699	0.795508232
TCGA-CK-4952-01A-01R-1723-07	COAD	1	0.581377246	0.753642855
TCGA-CK-5912-01A-11R-1653-07	COAD	1	0.533794568	0.864563891
TCGA-CK-5913-01A-11R-1653-07	COAD	1	0.533537617	0.762347941
TCGA-CK-5914-01A-11R-1653-07	COAD	1	0.59618327	0.796748815
TCGA-CK-5915-01A-11R-1653-07	COAD	1	0.577643165	0.717263867
TCGA-CK-5916-01A-11R-1653-07	COAD	1	0.560523212	0.815150715
TCGA-CK-6746-01A-11R-1839-07	COAD	1	0.53513098	0.708328889
TCGA-CK-6747-01A-11R-1839-07	COAD	1	0.502842762	0.788069166
TCGA-CK-6748-01A-11R-1839-07	COAD	1	0.317143822	0.712910929
TCGA-CK-6751-01A-11R-1839-07	COAD	1	0.521771859	0.820237929
TCGA-CL-4957-01A-01R-1736-07	READ	1	0.575976225	0.766485404
TCGA-CL-5917-01A-11R-1660-07	READ	1	0.468716435	0.775504764
TCGA-CL-5918-01A-11R-1660-07	READ	1	0.562701515	0.7408252
TCGA-CM-4743-01A-01R-1723-07	COAD	1	0.476217527	0.728488982
TCGA-CM-4744-01A-01R-A32Z-07	COAD	1	0.592181036	0.870183923
TCGA-CM-4746-01A-01R-1410-07	COAD	1	0.553201272	0.808398898
TCGA-CM-4747-01A-01R-1410-07	COAD	1	0.414510029	0.551395382
TCGA-CM-4750-01A-01R-1410-07	COAD	1	0.56872471	0.851059987
TCGA-CM-4751-01A-02R-1839-07	COAD	1	0.436564241	0.703527901
TCGA-CM-4752-01A-01R-1410-07	COAD	1	0.515881699	0.879275631
TCGA-CM-5341-01A-01R-1410-07	COAD	1	0.482420558	0.884846412
TCGA-CM-5344-01A-21R-1723-07	COAD	1	0.441013903	0.72421017
TCGA-CM-5348-01A-21R-1723-07	COAD	1	0.273795077	0.535644851
TCGA-CM-5349-01A-21R-1723-07	COAD	1	0.432118151	0.766556194
TCGA-CM-5860-01A-01R-1653-07	COAD	1	0.427113494	0.71700882
TCGA-CM-5861-01A-01R-1653-07	COAD	1	0.473125124	0.722665851
TCGA-CM-5862-01A-01R-1653-07	COAD	1	0.472842849	0.804865241
TCGA-CM-5863-01A-21R-1839-07	COAD	1	0.343533382	0.634787144
TCGA-CM-5864-01A-01R-1653-07	COAD	1	0.522741776	0.676026533
TCGA-CM-5868-01A-01R-1653-07	COAD	1	0.514362083	0.835178464
TCGA-CM-6161-01A-11R-1653-07	COAD	1	0.474892015	0.772790959
TCGA-CM-6162-01A-11R-1653-07	COAD	1	0.340172649	0.724619247
TCGA-CM-6163-01A-11R-1653-07	COAD	1	0.481290331	0.725005103
TCGA-CM-6164-01A-11R-1653-07	COAD	1	0.483301191	0.812413549
TCGA-CM-6165-01A-11R-1653-07	COAD	1	0.432606114	0.720893325
TCGA-CM-6166-01A-11R-1653-07	COAD	1	0.541808003	0.771813497
TCGA-CM-6167-01A-11R-1653-07	COAD	1	0.221470862	0.729358042
TCGA-CM-6168-01A-11R-1653-07	COAD	1	0.399855244	0.786825749
TCGA-CM-6169-01A-11R-1653-07	COAD	1	0.359631435	0.693594012
TCGA-CM-6170-01A-11R-1653-07	COAD	1	0.455282183	0.751834155
TCGA-CM-6171-01A-11R-1653-07	COAD	1	0.459683996	0.623777019
TCGA-CM-6172-01A-11R-1653-07	COAD	1	0.472289546	0.727586401
TCGA-CM-6674-01A-11R-1839-07	COAD	1	0.497219431	0.846489458
TCGA-CM-6675-01A-11R-1839-07	COAD	1	0.466005227	0.829620316
TCGA-CM-6676-01A-11R-1839-07	COAD	1	0.440958045	0.788007436
TCGA-CM-6677-01A-11R-1839-07	COAD	1	0.561155685	0.857799863
TCGA-CM-6678-01A-11R-1839-07	COAD	1	0.457389565	0.711380493
TCGA-CM-6679-01A-11R-1839-07	COAD	1	0.347756425	0.609427959
TCGA-CM-6680-01A-11R-1839-07	COAD	1	0.387216651	0.649016686
TCGA-CN-4722-01A-01R-1436-07	HNSC	1	0.34566053	0.697644533
TCGA-CN-4723-01A-01R-1436-07	HNSC	1	0.404722432	0.655841495
TCGA-CN-4725-01A-01R-1436-07	HNSC	1	0.431896882	0.698864323
TCGA-CN-4726-01A-01R-1436-07	HNSC	1	0.341255452	0.80179045
TCGA-CN-4727-01A-01R-1436-07	HNSC	1	0.481169611	0.741717492
TCGA-CN-4728-01A-01R-1436-07	HNSC	1	0.231948409	0.710536435
TCGA-CN-4729-01A-01R-1436-07	HNSC	1	0.389659043	0.746239242
TCGA-CN-4730-01A-01R-1436-07	HNSC	1	0.592758542	0.887655472
TCGA-CN-4731-01A-01R-1436-07	HNSC	1	0.351175751	0.729525973
TCGA-CN-4733-01A-02R-1873-07	HNSC	1	0.319579673	0.570177742
TCGA-CN-4734-01A-01R-1436-07	HNSC	1	0.398018892	0.601130799
TCGA-CN-4735-01A-01R-1436-07	HNSC	1	0.405831836	0.519875855
TCGA-CN-4736-01A-01R-1436-07	HNSC	1	0.288511405	0.682909615
TCGA-CN-4737-01A-01R-1436-07	HNSC	1	0.267817758	0.705180804
TCGA-CN-4738-01A-02R-1514-07	HNSC	1	0.361673479	0.669587578
TCGA-CN-4739-01A-02R-1514-07	HNSC	1	0.476316694	0.807747768
TCGA-CN-4740-01A-01R-1436-07	HNSC	1	0.308002688	0.679137488
TCGA-CN-4741-01A-01R-1436-07	HNSC	1	0.451789526	0.738607383
TCGA-CN-4742-01A-02R-1514-07	HNSC	1	0.325254842	0.627288229
TCGA-CN-5355-01A-01R-1436-07	HNSC	1	0.361836357	0.738411888
TCGA-CN-5356-01A-01R-1436-07	HNSC	1	0.467725972	0.782956587
TCGA-CN-5358-01A-01R-1514-07	HNSC	1	0.283068408	0.688383963
TCGA-CN-5359-01A-01R-1436-07	HNSC	1	0.383073403	0.810399863
TCGA-CN-5360-01A-01R-1436-07	HNSC	1	0.329151362	0.664510115
TCGA-CN-5361-01A-01R-1436-07	HNSC	1	0.314882257	0.426450724
TCGA-CN-5363-01A-01R-1436-07	HNSC	1	0.393168549	0.596958708
TCGA-CN-5364-01A-01R-1436-07	HNSC	1	0.456904431	0.851180567
TCGA-CN-5365-01A-01R-1436-07	HNSC	1	0.457169968	0.716815891
TCGA-CN-5366-01A-01R-1436-07	HNSC	1	0.375819177	0.715009021
TCGA-CN-5367-01A-01R-1436-07	HNSC	1	0.471430162	0.64655686
TCGA-CN-5369-01A-01R-1436-07	HNSC	1	0.395206641	0.670453667
TCGA-CN-5370-01A-01R-2016-07	HNSC	1	0.345929983	0.571747917
TCGA-CN-5373-01A-01R-1436-07	HNSC	1	0.292515321	0.694702372
TCGA-CN-5374-01A-01R-1436-07	HNSC	1	0.500486603	0.472882786
TCGA-CN-6010-01A-11R-1686-07	HNSC	1	0.418691449	0.824664477
TCGA-CN-6011-01A-11R-1686-07	HNSC	1	0.367672528	0.426113101
TCGA-CN-6012-01A-11R-1686-07	HNSC	1	0.425245608	0.727332298
TCGA-CN-6013-01A-11R-1686-07	HNSC	1	0.355989637	0.489730937
TCGA-CN-6016-01A-11R-1686-07	HNSC	1	0.141820934	0.540685109
TCGA-CN-6017-01A-11R-1686-07	HNSC	1	0.262573659	0.57624425
TCGA-CN-6018-01A-11R-1686-07	HNSC	1	0.376492473	0.717577375
TCGA-CN-6019-01A-11R-1686-07	HNSC	1	0.165547097	0.792288746
TCGA-CN-6020-01A-11R-1686-07	HNSC	1	0.376420375	0.615350841
TCGA-CN-6021-01A-11R-1686-07	HNSC	1	0.47022198	0.907539115
TCGA-CN-6022-01A-21R-1686-07	HNSC	1	0.317839113	0.576283027
TCGA-CN-6023-01A-11R-1686-07	HNSC	1	0.532169475	0.81539252
TCGA-CN-6024-01A-11R-1686-07	HNSC	1	0.38160446	0.725005996
TCGA-CN-6988-01A-11R-1915-07	HNSC	1	0.477030901	0.744009353
TCGA-CN-6989-01A-11R-1915-07	HNSC	1	0.334871957	0.706206681
TCGA-CN-6992-01A-11R-1915-07	HNSC	1	0.456203804	0.800874727
TCGA-CN-6994-01A-11R-1915-07	HNSC	1	0.325693122	0.741391078
TCGA-CN-6995-01A-31R-2016-07	HNSC	1	0.45660008	0.609693236
TCGA-CN-6996-01A-11R-1915-07	HNSC	1	0.380533156	0.63969475
TCGA-CN-6997-01A-11R-2016-07	HNSC	1	0.442422596	0.924794113
TCGA-CN-6998-01A-23R-2016-07	HNSC	1	0.382467857	0.645470532
TCGA-CN-A497-01A-11R-A24H-07	HNSC	1	0.472386505	0.73322866
TCGA-CN-A498-01A-11R-A24H-07	HNSC	1	0.37683874	0.592136739
TCGA-CN-A499-01A-11R-A24H-07	HNSC	1	0.510933685	0.60058942
TCGA-CN-A49A-01A-11R-A24H-07	HNSC	1	0.315668747	0.89731393
TCGA-CN-A49B-01A-31R-A24H-07	HNSC	1	0.454075572	0.6315556
TCGA-CN-A49C-01A-11R-A24H-07	HNSC	1	0.499174056	0.596949138
TCGA-CN-A63T-01A-11R-A28V-07	HNSC	1	0.460019001	0.83095755
TCGA-CN-A63U-01A-11R-A30B-07	HNSC	1	0.58177856	0.854158347
TCGA-CN-A63V-01A-11R-A466-07	HNSC	1	0.299339348	0.608753921
TCGA-CN-A63W-01A-11R-A30B-07	HNSC	1	0.439207245	0.786621486
TCGA-CN-A641-01A-11R-A30B-07	HNSC	1	0.549639922	0.823518967
TCGA-CN-A642-01A-12R-A30B-07	HNSC	1	0.420310662	0.513773051
TCGA-CN-A6UY-01A-12R-A34R-07	HNSC	1	0.494321526	0.441375145
TCGA-CN-A6V1-01A-12R-A34R-07	HNSC	1	0.512119503	0.491636096
TCGA-CN-A6V3-01A-12R-A34R-07	HNSC	1	0.459607138	0.734604138
TCGA-CN-A6V6-01A-12R-A34R-07	HNSC	1	0.433988492	0.457632628
TCGA-CN-A6V7-01A-12R-A34R-07	HNSC	1	0.610760499	0.639611471
TCGA-CQ-5323-01A-01R-1686-07	HNSC	1	0.506750702	0.602565709
TCGA-CQ-5324-01A-01R-1686-07	HNSC	1	0.379479067	0.712224551
TCGA-CQ-5325-01A-01R-1686-07	HNSC	1	0.371842777	0.654970067
TCGA-CQ-5326-01A-01R-1873-07	HNSC	1	0.443893533	0.812498607
TCGA-CQ-5327-01A-01R-1686-07	HNSC	1	0.456935725	0.597021486
TCGA-CQ-5329-01A-01R-1686-07	HNSC	1	0.402710186	0.630857387
TCGA-CQ-5330-01A-01R-1686-07	HNSC	1	0.343667304	0.62488519
TCGA-CQ-5331-01A-02R-1873-07	HNSC	1	0.466562406	0.608247485
TCGA-CQ-5332-01A-01R-1686-07	HNSC	1	0.421028633	0.931980682
TCGA-CQ-5333-01A-01R-2403-07	HNSC	1	0.366237455	0.624235224
TCGA-CQ-5334-01A-01R-1686-07	HNSC	1	0.404002581	0.572144519
TCGA-CQ-6218-01A-11R-1915-07	HNSC	1	0.401069958	0.724861301
TCGA-CQ-6219-01A-11R-1915-07	HNSC	1	0.417014506	0.812860346
TCGA-CQ-6220-01A-11R-1915-07	HNSC	1	0.462011917	0.70639489
TCGA-CQ-6222-01A-11R-1915-07	HNSC	1	0.352079171	0.745636342
TCGA-CQ-6223-01A-11R-1915-07	HNSC	1	0.439196094	0.708797276
TCGA-CQ-6224-01A-11R-1915-07	HNSC	1	0.243180708	0.505826829
TCGA-CQ-6225-01A-11R-1915-07	HNSC	1	0.531438364	0.821228576
TCGA-CQ-6227-01A-11R-1915-07	HNSC	1	0.298803154	0.691108093
TCGA-CQ-6228-01A-11R-1915-07	HNSC	1	0.452205836	0.714321715
TCGA-CQ-6229-01A-11R-1915-07	HNSC	1	0.405267654	0.72912894
TCGA-CQ-7063-01A-11R-2403-07	HNSC	1	0.389070648	0.646422006
TCGA-CQ-7065-01A-11R-2081-07	HNSC	1	0.370773559	0.607282845
TCGA-CQ-7067-01A-11R-2232-07	HNSC	1	0.3624594	0.499353195
TCGA-CQ-7068-01A-11R-2081-07	HNSC	1	0.427317219	0.543509471
TCGA-CQ-7069-01A-11R-2403-07	HNSC	1	0.265494047	0.626778307
TCGA-CQ-7071-01A-12R-A30B-07	HNSC	1	0.38769463	0.700527362
TCGA-CQ-7072-01A-21R-A30B-07	HNSC	1	0.219006854	0.669345373
TCGA-CQ-A4C6-01A-11R-A24Z-07	HNSC	1	0.369735504	0.76419439
TCGA-CQ-A4C9-01A-11R-A24Z-07	HNSC	1	0.469426215	0.868627947
TCGA-CQ-A4CA-01A-11R-A24Z-07	HNSC	1	0.357806429	0.59627389
TCGA-CQ-A4CB-01A-11R-A24Z-07	HNSC	1	0.421597682	0.762747434
TCGA-CQ-A4CD-01A-21R-A24Z-07	HNSC	1	0.44746028	0.689145601
TCGA-CQ-A4CE-01A-11R-A266-07	HNSC	1	0.457247927	0.665882617
TCGA-CQ-A4CG-01A-11R-A266-07	HNSC	1	0.384015874	0.794337904
TCGA-CQ-A4CH-01A-11R-A266-07	HNSC	1	0.391365433	0.677050436
TCGA-CQ-A4CI-01A-11R-A266-07	HNSC	1	0.521525996	0.87447656
TCGA-CR-5243-01A-01R-1514-07	HNSC	1	0.385341296	0.516403161
TCGA-CR-5247-01A-01R-2016-07	HNSC	1	0.34928546	0.783921225
TCGA-CR-5248-01A-01R-2016-07	HNSC	1	0.56017392	0.512724005
TCGA-CR-5249-01A-01R-1514-07	HNSC	1	0.39433448	0.526628317
TCGA-CR-5250-01A-01R-1514-07	HNSC	1	0.380824519	0.536211579
TCGA-CR-6467-01A-11R-1873-07	HNSC	1	0.50184467	0.449431561
TCGA-CR-6470-01A-11R-1873-07	HNSC	1	0.390627482	0.474706709
TCGA-CR-6471-01A-11R-1873-07	HNSC	1	0.406171906	0.48742323
TCGA-CR-6472-01A-11R-1873-07	HNSC	1	0.505887243	0.519110371
TCGA-CR-6473-01A-11R-1873-07	HNSC	1	0.486628169	0.592945882
TCGA-CR-6474-01A-11R-1873-07	HNSC	1	0.25355504	0.650221384
TCGA-CR-6477-01A-11R-1873-07	HNSC	1	0.34018274	0.603398942
TCGA-CR-6478-01A-11R-1873-07	HNSC	1	0.473669772	0.622392694
TCGA-CR-6480-01A-11R-1873-07	HNSC	1	0.472938633	0.604449215
TCGA-CR-6481-01A-11R-1873-07	HNSC	1	0.454734213	0.467651199
TCGA-CR-6482-01A-11R-1873-07	HNSC	1	0.414770174	0.559787727
TCGA-CR-6484-01A-11R-1873-07	HNSC	1	0.385274127	0.761926701
